sisso_model,dectree_rank,logistic_rank,average_rank
sisso_38850,46390,34271,40330.5
sisso_38851,28806,33640,31223.0
sisso_38852,43581,34361,38971.0
sisso_38853,24713,34459,29586.0
sisso_38854,28994,5411,17202.5
sisso_38855,22973,6947,14960.0
sisso_38856,16098,6038,11068.0
sisso_38857,47863,15459,31661.0
sisso_38858,21398,46006,33702.0
sisso_38859,45213,35756,40484.5
sisso_38860,12916,26717,19816.5
sisso_38861,21666,7293,14479.5
sisso_38862,32612,15645,24128.5
sisso_38863,49855,33820,41837.5
sisso_38864,48246,40050,44148.0
sisso_38865,47134,20304,33719.0
sisso_38866,20319,24412,22365.5
sisso_38867,21399,15460,18429.5
sisso_38868,45717,8633,27175.0
sisso_38869,45214,8475,26844.5
sisso_38870,20168,34844,27506.0
sisso_38871,31509,35220,33364.5
sisso_38872,5231,4011,4621.0
sisso_38873,10949,18494,14721.5
sisso_38874,31300,15069,23184.5
sisso_38875,35052,24999,30025.5
sisso_38876,32392,44315,38353.5
sisso_38877,33521,39845,36683.0
sisso_38878,12236,21441,16838.5
sisso_38879,24325,1389,12857.0
sisso_38880,24714,7608,16161.0
sisso_38881,33288,47363,40325.5
sisso_38882,20473,5638,13055.5
sisso_38883,45215,3836,24525.5
sisso_38884,23631,44895,34263.0
sisso_38885,30296,26152,28224.0
sisso_38886,5690,47240,26465.0
sisso_38887,2134,40664,21399.0
sisso_38888,7625,39846,23735.5
sisso_38889,18628,16237,17432.5
sisso_38890,7626,19759,13692.5
sisso_38891,19184,19509,19346.5
sisso_38892,24715,997,12856.0
sisso_38893,36044,26153,31098.5
sisso_38894,31946,15070,23508.0
sisso_38895,31301,17087,24194.0
sisso_38896,32393,20049,26221.0
sisso_38897,8010,20305,14157.5
sisso_38898,13369,17764,15566.5
sisso_38899,1848,35329,18588.5
sisso_38900,26674,33443,30058.5
sisso_38901,22318,2926,12622.0
sisso_38902,23798,3140,13469.0
sisso_38903,19685,29991,24838.0
sisso_38904,15390,32604,23997.0
sisso_38905,21667,48330,34998.5
sisso_38906,17869,1046,9457.5
sisso_38907,49083,36976,43029.5
sisso_38908,39588,11237,25412.5
sisso_38909,18237,38915,28576.0
sisso_38910,40916,33724,37320.0
sisso_38911,42437,37801,40119.0
sisso_38912,48694,35757,42225.5
sisso_38913,30297,47798,39047.5
sisso_38914,18443,21155,19799.0
sisso_38915,20474,18495,19484.5
sisso_38916,44873,8971,26922.0
sisso_38917,17870,11994,14932.0
sisso_38918,17260,7609,12434.5
sisso_38919,11822,10677,11249.5
sisso_38920,15632,33099,24365.5
sisso_38921,15391,31231,23311.0
sisso_38922,17053,49889,33471.0
sisso_38923,49318,3562,26440.0
sisso_38924,23799,44527,34163.0
sisso_38925,594,44121,22357.5
sisso_38926,45846,35122,40484.0
sisso_38927,16314,32032,24173.0
sisso_38928,32613,46252,39432.5
sisso_38929,7454,34080,20767.0
sisso_38930,8938,36621,22779.5
sisso_38931,44789,34559,39674.0
sisso_38932,48431,39756,44093.5
sisso_38933,6616,10311,8463.5
sisso_38934,48800,11625,30212.5
sisso_38935,28458,47163,37810.5
sisso_38936,37399,26718,32058.5
sisso_38937,18999,8304,13651.5
sisso_38938,37400,29754,33577.0
sisso_38939,2299,35962,19130.5
sisso_38940,11173,22619,16896.0
sisso_38941,30493,35330,32911.5
sisso_38942,21400,10678,16039.0
sisso_38943,46780,33641,40210.5
sisso_38944,6617,10679,8648.0
sisso_38945,47270,15461,31365.5
sisso_38946,6279,38916,22597.5
sisso_38947,38187,30414,34300.5
sisso_38948,7627,18227,12927.0
sisso_38949,34261,32033,33147.0
sisso_38950,4694,24085,14389.5
sisso_38951,14895,34845,24870.0
sisso_38952,36561,25277,30919.0
sisso_38953,10116,11626,10871.0
sisso_38954,24326,28766,26546.0
sisso_38955,20320,34175,27247.5
sisso_38956,34262,48083,41172.5
sisso_38957,33049,29992,31520.5
sisso_38958,2135,34272,18203.5
sisso_38959,8939,13468,11203.5
sisso_38960,30494,28498,29496.0
sisso_38961,6110,33988,20049.0
sisso_38962,29539,33989,31764.0
sisso_38963,14896,23770,19333.0
sisso_38964,8011,11238,9624.5
sisso_38965,30887,29031,29959.0
sisso_38966,34525,24694,29609.5
sisso_38967,36279,23771,30025.0
sisso_38968,42816,5156,23986.0
sisso_38969,20321,9809,15065.0
sisso_38970,47194,34081,40637.5
sisso_38971,20029,17987,19008.0
sisso_38972,42010,48198,45104.0
sisso_38973,34526,42254,38390.0
sisso_38974,5823,17988,11905.5
sisso_38975,28807,29301,29054.0
sisso_38976,48385,34644,41514.5
sisso_38977,9528,46938,28233.0
sisso_38978,7818,47435,27626.5
sisso_38979,1019,41231,21125.0
sisso_38980,4972,41909,23440.5
sisso_38981,24896,6498,15697.0
sisso_38982,18062,35425,26743.5
sisso_38983,29736,35029,32382.5
sisso_38984,44367,2295,23331.0
sisso_38985,7819,17539,12679.0
sisso_38986,24897,32718,28807.5
sisso_38987,21251,48264,34757.5
sisso_38988,23147,45287,34217.0
sisso_38989,44368,23772,34070.0
sisso_38990,11410,35849,23629.5
sisso_38991,43219,29032,36125.5
sisso_38992,29737,17765,23751.0
sisso_38993,4546,30852,17699.0
sisso_38994,17871,48134,33002.5
sisso_38995,18629,1277,9953.0
sisso_38996,49834,35850,42842.0
sisso_38997,21825,6349,14087.0
sisso_38998,21538,7777,14657.5
sisso_38999,17872,36373,27122.5
sisso_39000,33289,28499,30894.0
sisso_39001,35053,14847,24950.0
sisso_39002,23800,5018,14409.0
sisso_39003,20951,42255,31603.0
sisso_39004,2136,12898,7517.0
sisso_39005,6111,13469,9790.0
sisso_39006,36280,15852,26066.0
sisso_39007,17054,1939,9496.5
sisso_39008,12451,48049,30250.0
sisso_39009,11174,46939,29056.5
sisso_39010,17055,35647,26351.0
sisso_39011,42011,13470,27740.5
sisso_39012,29344,4334,16839.0
sisso_39013,31947,26154,29050.5
sisso_39014,27388,20595,23991.5
sisso_39015,36562,25278,30920.0
sisso_39016,20322,1444,10883.0
sisso_39017,8556,4902,6729.0
sisso_39018,48186,12172,30179.0
sisso_39019,10117,23223,16670.0
sisso_39020,21991,32840,27415.5
sisso_39021,19185,14642,16913.5
sisso_39022,3898,32605,18251.5
sisso_39023,2608,41554,22081.0
sisso_39024,10118,9978,10048.0
sisso_39025,27207,166,13686.5
sisso_39026,12917,14848,13882.5
sisso_39027,16577,17088,16832.5
sisso_39028,45570,38917,42243.5
sisso_39029,14897,302,7599.5
sisso_39030,6112,35426,20769.0
sisso_39031,5090,38733,21911.5
sisso_39032,24716,32034,28375.0
sisso_39033,38458,37201,37829.5
sisso_39034,15865,1876,8870.5
sisso_39035,42817,26719,34768.0
sisso_39036,49084,41373,45228.5
sisso_39037,11600,24413,18006.5
sisso_39038,22466,2473,12469.5
sisso_39039,9907,2162,6034.5
sisso_39040,11601,2822,7211.5
sisso_39041,28808,32177,30492.5
sisso_39042,19877,9641,14759.0
sisso_39043,14898,21156,18027.0
sisso_39044,20786,17766,19276.0
sisso_39045,27915,1445,14680.0
sisso_39046,12237,18751,15494.0
sisso_39047,34813,44896,39854.5
sisso_39048,3444,8634,6039.0
sisso_39049,44874,39500,42187.0
sisso_39050,37401,42911,40156.0
sisso_39051,20632,34846,27739.0
sisso_39052,41411,34847,38129.0
sisso_39053,10950,34176,22563.0
sisso_39054,13135,19760,16447.5
sisso_39055,25784,33890,29837.0
sisso_39056,19186,4556,11871.0
sisso_39057,30107,4796,17451.5
sisso_39058,31948,31587,31767.5
sisso_39059,40014,11239,25626.5
sisso_39060,7820,7778,7799.0
sisso_39061,41412,6499,23955.5
sisso_39062,16818,32979,24898.5
sisso_39063,5531,39757,22644.0
sisso_39064,15866,36741,26303.5
sisso_39065,12238,37675,24956.5
sisso_39066,33769,38814,36291.5
sisso_39067,27208,41721,34464.5
sisso_39068,17664,34745,26204.5
sisso_39069,37957,45437,41697.0
sisso_39070,1211,46625,23918.0
sisso_39071,20475,24086,22280.5
sisso_39072,34028,22325,28176.5
sisso_39073,27577,26720,27148.5
sisso_39074,9141,13471,11306.0
sisso_39075,22467,36073,29270.0
sisso_39076,21826,35963,28894.5
sisso_39077,32173,1300,16736.5
sisso_39078,10515,23224,16869.5
sisso_39079,29912,47364,38638.0
sisso_39080,49470,12173,30821.5
sisso_39081,8351,23773,16062.0
sisso_39082,20323,21442,20882.5
sisso_39083,26675,26431,26553.0
sisso_39084,35310,37319,36314.5
sisso_39085,17261,33330,25295.5
sisso_39086,31949,31051,31500.0
sisso_39087,17665,34362,26013.5
sisso_39088,36281,33218,34749.5
sisso_39089,37402,32841,35121.5
sisso_39090,12452,2346,7399.0
sisso_39091,32614,19255,25934.5
sisso_39092,36854,11995,24424.5
sisso_39093,19353,13099,16226.0
sisso_39094,49643,39006,44324.5
sisso_39095,22974,3563,13268.5
sisso_39096,23632,21443,22537.5
sisso_39097,28618,19010,23814.0
sisso_39098,26676,47799,37237.5
sisso_39099,11175,2688,6931.5
sisso_39100,39811,7294,23552.5
sisso_39101,1700,42912,22306.0
sisso_39102,3445,33891,18668.0
sisso_39103,4039,35648,19843.5
sisso_39104,22638,41064,31851.0
sisso_39105,25413,38204,31808.5
sisso_39106,37403,31756,34579.5
sisso_39107,23801,47084,35442.5
sisso_39108,44790,40665,42727.5
sisso_39109,19507,34645,27076.0
sisso_39110,40557,12730,26643.5
sisso_39111,6936,33821,20378.5
sisso_39112,8748,10144,9446.0
sisso_39113,36855,35331,36093.0
sisso_39114,35571,37103,36337.0
sisso_39115,39411,32719,36065.0
sisso_39116,26502,36849,31675.5
sisso_39117,19187,24087,21637.0
sisso_39118,30495,21444,25969.5
sisso_39119,41707,40051,40879.0
sisso_39120,21668,28176,24922.0
sisso_39121,35827,6178,21002.5
sisso_39122,40201,23225,31713.0
sisso_39123,40202,25563,32882.5
sisso_39124,28113,29033,28573.0
sisso_39125,33290,32842,33066.0
sisso_39126,42946,33331,38138.5
sisso_39127,19000,39666,29333.0
sisso_39128,18806,17767,18286.5
sisso_39129,46865,27894,37379.5
sisso_39130,10119,43920,27019.5
sisso_39131,3899,41065,22482.0
sisso_39132,44087,39590,41838.5
sisso_39133,18063,35332,26697.5
sisso_39134,43220,34937,39078.5
sisso_39135,16819,34363,25591.0
sisso_39136,21401,18752,20076.5
sisso_39137,33050,26432,29741.0
sisso_39138,42289,32035,37162.0
sisso_39139,45571,38110,41840.5
sisso_39140,30695,29034,29864.5
sisso_39141,42947,42256,42601.5
sisso_39142,19508,17089,18298.5
sisso_39143,35054,36074,35564.0
sisso_39144,25785,32178,28981.5
sisso_39145,44176,36178,40177.0
sisso_39146,21252,2743,11997.5
sisso_39147,28995,34177,31586.0
sisso_39148,18630,35221,26925.5
sisso_39149,11602,19761,15681.5
sisso_39150,16578,35537,26057.5
sisso_39151,10951,1706,6328.5
sisso_39152,13370,32606,22988.0
sisso_39153,40203,35427,37815.0
sisso_39154,6937,21157,14047.0
sisso_39155,8012,2619,5315.5
sisso_39156,4973,7610,6291.5
sisso_39157,3011,27579,15295.0
sisso_39158,7628,46007,26817.5
sisso_39159,1849,11047,6448.0
sisso_39160,12453,28767,20610.0
sisso_39161,7629,44897,26263.0
sisso_39162,21827,10488,16157.5
sisso_39163,10516,20863,15689.5
sisso_39164,27044,29993,28518.5
sisso_39165,9529,2427,5978.0
sisso_39166,36045,46699,41372.0
sisso_39167,43221,44528,43874.5
sisso_39168,35828,46700,41264.0
sisso_39169,12031,27022,19526.5
sisso_39170,12454,15071,13762.5
sisso_39171,32394,35538,33966.0
sisso_39172,8940,46701,27820.5
sisso_39173,595,15283,7939.0
sisso_39174,26158,46865,36511.5
sisso_39175,29345,47085,38215.0
sisso_39176,21828,47488,34658.0
sisso_39177,28114,18228,23171.0
sisso_39178,11823,25279,18551.0
sisso_39179,7821,22326,15073.5
sisso_39180,13136,34082,23609.0
sisso_39181,40204,39501,39852.5
sisso_39182,41235,32179,36707.0
sisso_39183,37404,33444,35424.0
sisso_39184,17056,31906,24481.0
sisso_39185,22639,33219,27929.0
sisso_39186,17666,22620,20143.0
sisso_39187,33291,22919,28105.0
sisso_39188,28459,7455,17957.0
sisso_39189,31095,24088,27591.5
sisso_39190,32824,7295,20059.5
sisso_39191,22147,11423,16785.0
sisso_39192,39589,12529,26059.0
sisso_39193,41708,22621,32164.5
sisso_39194,19354,18753,19053.5
sisso_39195,17471,26433,21952.0
sisso_39196,36856,21158,29007.0
sisso_39197,35829,12342,24085.5
sisso_39198,24717,18229,21473.0
sisso_39199,28460,20864,24662.0
sisso_39200,20787,22056,21421.5
sisso_39201,17472,24089,20780.5
sisso_39202,7097,29755,18426.0
sisso_39203,18064,28500,23282.0
sisso_39204,31510,21445,26477.5
sisso_39205,16579,25564,21071.5
sisso_39206,25239,29548,27393.5
sisso_39207,29169,21737,25453.0
sisso_39208,21253,11424,16338.5
sisso_39209,18065,2972,10518.5
sisso_39210,21539,22057,21798.0
sisso_39211,8,20306,10157.0
sisso_39212,44968,35030,39999.0
sisso_39213,28461,11425,19943.0
sisso_39214,21669,7129,14399.0
sisso_39215,7098,10680,8889.0
sisso_39216,28809,30212,29510.5
sisso_39217,47999,36374,42186.5
sisso_39218,49183,34646,41914.5
sisso_39219,28282,3837,16059.5
sisso_39220,10952,33642,22297.0
sisso_39221,23463,10312,16887.5
sisso_39222,6280,35222,20751.0
sisso_39223,8352,6948,7650.0
sisso_39224,11824,14849,13336.5
sisso_39225,22148,26434,24291.0
sisso_39226,43582,35223,39402.5
sisso_39227,29540,26721,28130.5
sisso_39228,44088,28768,36428.0
sisso_39229,37679,22622,30150.5
sisso_39230,42158,23774,32966.0
sisso_39231,22640,24414,23527.0
sisso_39232,44272,25000,34636.0
sisso_39233,13620,33725,23672.5
sisso_39234,10517,35758,23137.5
sisso_39235,9326,13472,11399.0
sisso_39236,41852,28501,35176.5
sisso_39237,21100,34083,27591.5
sisso_39238,17057,22623,19840.0
sisso_39239,35055,21446,28250.5
sisso_39240,45358,39100,42229.0
sisso_39241,15392,17540,16466.0
sisso_39242,34263,18496,26379.5
sisso_39243,11411,22058,16734.5
sisso_39244,10120,40666,25393.0
sisso_39245,8353,45438,26895.5
sisso_39246,2609,24415,13512.0
sisso_39247,49377,18230,33803.5
sisso_39248,6618,47489,27053.5
sisso_39249,14618,36977,25797.5
sisso_39250,49835,8126,28980.5
sisso_39251,25594,40390,32992.0
sisso_39252,46232,8808,27520.0
sisso_39253,44177,11813,27995.0
sisso_39254,32825,31436,32130.5
sisso_39255,44791,16238,30514.5
sisso_39256,9142,14850,11996.0
sisso_39257,33292,34364,33828.0
sisso_39258,6281,43722,25001.5
sisso_39259,29913,33445,31679.0
sisso_39260,32615,30853,31734.0
sisso_39261,5824,43127,24475.5
sisso_39262,1212,41910,21561.0
sisso_39263,3594,601,2097.5
sisso_39264,1105,405,755.0
sisso_39265,44969,7456,26212.5
sisso_39266,3736,29035,16385.5
sisso_39267,37958,33552,35755.0
sisso_39268,8354,30635,19494.5
sisso_39269,48187,14424,31305.5
sisso_39270,132,12174,6153.0
sisso_39271,45638,15072,30355.0
sisso_39272,2610,44316,23463.0
sisso_39273,17058,39198,28128.0
sisso_39274,25595,47086,36340.5
sisso_39275,31730,31052,31391.0
sisso_39276,11412,11240,11326.0
sisso_39277,30696,7457,19076.5
sisso_39278,17473,4448,10960.5
sisso_39279,33293,17299,25296.0
sisso_39280,42438,34460,38449.0
sisso_39281,27389,3375,15382.0
sisso_39282,44970,8635,26802.5
sisso_39283,36563,25863,31213.0
sisso_39284,23464,32180,27822.0
sisso_39285,42948,2888,22918.0
sisso_39286,28619,1446,15032.5
sisso_39287,27578,25001,26289.5
sisso_39288,33522,17541,25531.5
sisso_39289,32395,31757,32076.0
sisso_39290,35572,935,18253.5
sisso_39291,19509,12343,15926.0
sisso_39292,38700,4692,21696.0
sisso_39293,6113,20050,13081.5
sisso_39294,33051,47306,40178.5
sisso_39295,29914,35851,32882.5
sisso_39296,649,8476,4562.5
sisso_39297,7822,21738,14780.0
sisso_39298,8013,23775,15894.0
sisso_39299,37680,17090,27385.0
sisso_39300,33523,19762,26642.5
sisso_39301,29541,47490,38515.5
sisso_39302,39187,32607,35897.0
sisso_39303,49056,25280,37168.0
sisso_39304,37405,27580,32492.5
sisso_39305,6776,33446,20111.0
sisso_39306,15633,25281,20457.0
sisso_39307,34264,30636,32450.0
sisso_39308,27755,49303,38529.0
sisso_39309,49276,32980,41128.0
sisso_39310,15160,25565,20362.5
sisso_39311,49378,17768,33573.0
sisso_39312,36282,22920,29601.0
sisso_39313,7455,28502,17978.5
sisso_39314,10743,25566,18154.5
sisso_39315,26677,31588,29132.5
sisso_39316,45786,22921,34353.5
sisso_39317,7456,23226,15341.0
sisso_39318,45421,15853,30637.0
sisso_39319,41077,30213,35645.0
sisso_39320,47518,32324,39921.0
sisso_39321,16315,21159,18737.0
sisso_39322,8014,167,4090.5
sisso_39323,47135,28769,37952.0
sisso_39324,13865,15646,14755.5
sisso_39325,32174,47800,39987.0
sisso_39326,46305,20865,33585.0
sisso_39327,3446,28503,15974.5
sisso_39328,10518,22922,16720.0
sisso_39329,48469,14425,31447.0
sisso_39330,7823,27023,17423.0
sisso_39331,40733,47365,44049.0
sisso_39332,2752,11814,7283.0
sisso_39333,26872,8477,17674.5
sisso_39334,3012,3274,3143.0
sisso_39335,31511,20051,25781.0
sisso_39336,19188,4165,11676.5
sisso_39337,1701,44529,23115.0
sisso_39338,49989,28504,39246.5
sisso_39339,47582,19763,33672.5
sisso_39340,37959,47861,42910.0
sisso_39341,1569,168,868.5
sisso_39342,47583,17542,32562.5
sisso_39343,46610,24695,35652.5
sisso_39344,21540,22059,21799.5
sisso_39345,23148,16239,19693.5
sisso_39346,10121,9810,9965.5
sisso_39347,48065,28505,38285.0
sisso_39348,22641,11048,16844.5
sisso_39349,45572,48988,47280.0
sisso_39350,19001,39007,29004.0
sisso_39351,5386,23481,14433.5
sisso_39352,18444,22624,20534.0
sisso_39353,19002,4449,11725.5
sisso_39354,43796,15854,29825.0
sisso_39355,48432,18754,33593.0
sisso_39356,48993,23227,36110.0
sisso_39357,15867,29302,22584.5
sisso_39358,41569,10145,25857.0
sisso_39359,3737,49890,26813.5
sisso_39360,24327,16871,20599.0
sisso_39361,17873,3376,10624.5
sisso_39362,2888,40916,21902.0
sisso_39363,44369,42913,43641.0
sisso_39364,49159,49128,49143.5
sisso_39365,48470,27024,37747.0
sisso_39366,9908,12731,11319.5
sisso_39367,5691,3438,4564.5
sisso_39368,5532,47241,26386.5
sisso_39369,24502,37320,30911.0
sisso_39370,3304,46702,25003.0
sisso_39371,15393,27581,21487.0
sisso_39372,29738,37438,33588.0
sisso_39373,14349,19764,17056.5
sisso_39374,18238,2767,10502.5
sisso_39375,30697,14643,22670.0
sisso_39376,12032,27895,19963.5
sisso_39377,6619,26722,16670.5
sisso_39378,48386,22923,35654.5
sisso_39379,38942,38111,38526.5
sisso_39380,930,10313,5621.5
sisso_39381,20633,3141,11887.0
sisso_39382,24503,35964,30233.5
sisso_39383,24144,27295,25719.5
sisso_39384,48118,26435,37276.5
sisso_39385,23633,29756,26694.5
sisso_39386,35573,13473,24523.0
sisso_39387,413,27025,13719.0
sisso_39388,1213,42914,22063.5
sisso_39389,29346,42915,36130.5
sisso_39390,6777,7130,6953.5
sisso_39391,44875,9299,27087.0
sisso_39392,5692,42460,24076.0
sisso_39393,43797,46462,45129.5
sisso_39394,40387,22060,31223.5
sisso_39395,37406,29303,33354.5
sisso_39396,42159,17300,29729.5
sisso_39397,16316,2296,9306.0
sisso_39398,35830,5019,20424.5
sisso_39399,36046,29549,32797.5
sisso_39400,45787,4335,25061.0
sisso_39401,49304,16240,32772.0
sisso_39402,12918,3633,8275.5
sisso_39403,4040,43723,23881.5
sisso_39404,47931,9300,28615.5
sisso_39405,22319,3499,12909.0
sisso_39406,2137,43521,22829.0
sisso_39407,30698,11426,21062.0
sisso_39408,48964,22924,35944.0
sisso_39409,16580,19510,18045.0
sisso_39410,44003,42691,43347.0
sisso_39411,18239,36179,27209.0
sisso_39412,19355,44122,31738.5
sisso_39413,12694,22061,17377.5
sisso_39414,47434,22925,35179.5
sisso_39415,1570,22062,11816.0
sisso_39416,49471,15073,32272.0
sisso_39417,22320,39758,31039.0
sisso_39418,46458,20596,33527.0
sisso_39419,35056,14644,24850.0
sisso_39420,38943,19011,28977.0
sisso_39421,37407,20052,28729.5
sisso_39422,21670,24416,23043.0
sisso_39423,44178,16680,30429.0
sisso_39424,42290,34461,38375.5
sisso_39425,596,21160,10878.0
sisso_39426,46611,21739,34175.0
sisso_39427,23634,12344,17989.0
sisso_39428,10519,11241,10880.0
sisso_39429,4695,22063,13379.0
sisso_39430,35831,26723,31277.0
sisso_39431,4696,44530,24613.0
sisso_39432,4547,741,2644.0
sisso_39433,40734,9301,25017.5
sisso_39434,2138,45754,23946.0
sisso_39435,41709,21447,31578.0
sisso_39436,29542,27296,28419.0
sisso_39437,25786,20053,22919.5
sisso_39438,33294,2347,17820.5
sisso_39439,48296,19765,34030.5
sisso_39440,29915,25567,27741.0
sisso_39441,47271,25864,36567.5
sisso_39442,3305,3377,3341.0
sisso_39443,46686,23776,35231.0
sisso_39444,9530,12899,11214.5
sisso_39445,9327,49891,29609.0
sisso_39446,40388,6039,23213.5
sisso_39447,6437,49892,28164.5
sisso_39448,36857,45911,41384.0
sisso_39449,14350,38000,26175.0
sisso_39450,1850,46789,24319.5
sisso_39451,31302,32981,32141.5
sisso_39452,3595,46136,24865.5
sisso_39453,7824,18755,13289.5
sisso_39454,32175,4450,18312.5
sisso_39455,45573,24696,35134.5
sisso_39456,42160,19256,30708.0
sisso_39457,48471,28770,38620.5
sisso_39458,28115,13474,20794.5
sisso_39459,27390,24090,25740.0
sisso_39460,27916,24091,26003.5
sisso_39461,3900,23482,13691.0
sisso_39462,22468,22926,22697.0
sisso_39463,9909,26436,18172.5
sisso_39464,46082,8809,27445.5
sisso_39465,18631,8478,13554.5
sisso_39466,11176,10489,10832.5
sisso_39467,9328,7953,8640.5
sisso_39468,47796,30637,39216.5
sisso_39469,33052,8972,21012.0
sisso_39470,1326,40667,20996.5
sisso_39471,34527,19766,27146.5
sisso_39472,3596,42692,23144.0
sisso_39473,36858,558,18708.0
sisso_39474,21254,29036,25145.0
sisso_39475,376,31907,16141.5
sisso_39476,26159,25282,25720.5
sisso_39477,29916,5901,17908.5
sisso_39478,490,32472,16481.0
sisso_39479,35574,14426,25000.0
sisso_39480,25964,28771,27367.5
sisso_39481,10122,29304,19713.0
sisso_39482,453,44123,22288.0
sisso_39483,48965,20307,34636.0
sisso_39484,46612,20597,33604.5
sisso_39485,36047,26724,31385.5
sisso_39486,46613,21161,33887.0
sisso_39487,49138,25002,37070.0
sisso_39488,45639,23777,34708.0
sisso_39489,11603,26437,19020.0
sisso_39490,30108,24697,27402.5
sisso_39491,931,14039,7485.0
sisso_39492,8195,8636,8415.5
sisso_39493,49777,26155,37966.0
sisso_39494,2454,40668,21561.0
sisso_39495,3447,45912,24679.5
sisso_39496,2300,46363,24331.5
sisso_39497,1702,42257,21979.5
sisso_39498,1327,44317,22822.0
sisso_39499,491,31232,15861.5
sisso_39500,16820,27582,22201.0
sisso_39501,38701,32843,35772.0
sisso_39502,9143,49079,29111.0
sisso_39503,22975,8479,15727.0
sisso_39504,3901,6787,5344.0
sisso_39505,46966,23228,35097.0
sisso_39506,11825,16872,14348.5
sisso_39507,45916,5412,25664.0
sisso_39508,10300,8480,9390.0
sisso_39509,18240,19012,18626.0
sisso_39510,49305,10681,29993.0
sisso_39511,32396,18497,25446.5
sisso_39512,47732,49893,48812.5
sisso_39513,46614,7131,26872.5
sisso_39514,32616,16681,24648.5
sisso_39515,32617,36622,34619.5
sisso_39516,1851,41232,21541.5
sisso_39517,29917,15284,22600.5
sisso_39518,45501,7296,26398.5
sisso_39519,40205,16873,28539.0
sisso_39520,12239,1133,6686.0
sisso_39521,28620,17769,23194.5
sisso_39522,41078,14233,27655.5
sisso_39523,37960,1570,19765.0
sisso_39524,3738,12530,8134.0
sisso_39525,30298,33553,31925.5
sisso_39526,9910,32982,21446.0
sisso_39527,5387,2927,4157.0
sisso_39528,20476,5902,13189.0
sisso_39529,33295,21740,27517.5
sisso_39530,10744,10682,10713.0
sisso_39531,39412,23229,31320.5
sisso_39532,31731,18498,25114.5
sisso_39533,35575,19013,27294.0
sisso_39534,25965,14040,20002.5
sisso_39535,11604,20054,15829.0
sisso_39536,2889,42693,22791.0
sisso_39537,38944,14851,26897.5
sisso_39538,15394,25283,20338.5
sisso_39539,23465,3094,13279.5
sisso_39540,20788,34938,27863.0
sisso_39541,10301,21448,15874.5
sisso_39542,21101,11996,16548.5
sisso_39543,27756,32181,29968.5
sisso_39544,3448,4903,4175.5
sisso_39545,7277,5777,6527.0
sisso_39546,22976,33447,28211.5
sisso_39547,5533,12531,9032.0
sisso_39548,30888,31908,31398.0
sisso_39549,10520,12345,11432.5
sisso_39550,18241,32844,25542.5
sisso_39551,1852,45439,23645.5
sisso_39552,44876,17543,31209.5
sisso_39553,27391,487,13939.0
sisso_39554,45051,48407,46729.0
sisso_39555,20789,23230,22009.5
sisso_39556,1328,46364,23846.0
sisso_39557,28116,6641,17378.5
sisso_39558,10745,19014,14879.5
sisso_39559,21541,23483,22512.0
sisso_39560,35832,23231,29531.5
sisso_39561,41853,36623,39238.0
sisso_39562,1853,43921,22887.0
sisso_39563,42291,32325,37308.0
sisso_39564,13866,14427,14146.5
sisso_39565,650,45288,22969.0
sisso_39566,24145,19767,21956.0
sisso_39567,25787,27896,26841.5
sisso_39568,4167,32326,18246.5
sisso_39569,1854,41233,21543.5
sisso_39570,40015,16241,28128.0
sisso_39571,35311,12175,23743.0
sisso_39572,45052,10146,27599.0
sisso_39573,1214,14645,7929.5
sisso_39574,45993,48691,47342.0
sisso_39575,26318,43922,35120.0
sisso_39576,8557,33554,21055.5
sisso_39577,43701,27026,35363.5
sisso_39578,31950,5903,18926.5
sisso_39579,40389,37802,39095.5
sisso_39580,23802,21449,22625.5
sisso_39581,41710,10852,26281.0
sisso_39582,32826,33892,33359.0
sisso_39583,5693,22927,14310.0
sisso_39584,7278,21741,14509.5
sisso_39585,25414,30214,27814.0
sisso_39586,40917,48199,44558.0
sisso_39587,36564,19015,27789.5
sisso_39588,47195,19257,33226.0
sisso_39589,45994,8305,27149.5
sisso_39590,28462,3322,15892.0
sisso_39591,49512,31233,40372.5
sisso_39592,25415,26156,25785.5
sisso_39593,23466,1494,12480.0
sisso_39594,29347,29550,29448.5
sisso_39595,31732,8306,20019.0
sisso_39596,22812,20598,21705.0
sisso_39597,3902,49221,26561.5
sisso_39598,18066,33822,25944.0
sisso_39599,28996,30638,29817.0
sisso_39600,20634,34365,27499.5
sisso_39601,3165,34647,18906.0
sisso_39602,7279,30215,18747.0
sisso_39603,597,45085,22841.0
sisso_39604,4168,43923,24045.5
sisso_39605,932,45440,23186.0
sisso_39606,1450,45441,23445.5
sisso_39607,1106,42694,21900.0
sisso_39608,4821,44531,24676.0
sisso_39609,4822,1447,3134.5
sisso_39610,9144,10147,9645.5
sisso_39611,12919,14852,13885.5
sisso_39612,43583,35333,39458.0
sisso_39613,4974,9979,7476.5
sisso_39614,11413,33448,22430.5
sisso_39615,25596,31758,28677.0
sisso_39616,22642,32036,27339.0
sisso_39617,24328,41911,33119.5
sisso_39618,10746,14041,12393.5
sisso_39619,48695,23778,36236.5
sisso_39620,49524,16242,32883.0
sisso_39621,17059,13863,15461.0
sisso_39622,46459,26725,36592.0
sisso_39623,11605,21162,16383.5
sisso_39624,14351,38112,26231.5
sisso_39625,46866,16874,31870.0
sisso_39626,32397,36375,34386.0
sisso_39627,1855,42695,22275.0
